0.816,0.032100000000000004,0.08560000000000001,1.014,0.8255,0.053000000000000005,0.09179999999999999,0.7215000000000001,0.051000000000000004,0.058499999999999996,0.05450000000000001,0.05600000000000001,1.02,1.32,0.99,0.99,0.06634962826266383,0.057862886966248486,0.07485270834910998,0.08133961072537955
0.684,0.0315,0.08800000000000001,1.0270000000000001,0.676,0.054000000000000006,0.0927,0.78,0.053000000000000005,0.058499999999999996,0.05600000000000001,0.057499999999999996,1.98,1.32,1.53,0.99,0.08768828322979658,0.06123215204460582,0.09338564498292093,0.07805711816060483
0.672,0.0327,0.08,1.092,0.806,0.053000000000000005,0.09720000000000001,0.7085000000000001,0.05550000000000001,0.052500000000000005,0.05500000000000001,0.051000000000000004,1.8399999999999999,1.01,1.47,0.9400000000000001,0.09091066832354296,0.05105889033337926,0.07569943874998802,0.07273608206410814
0.672,0.0324,0.08560000000000001,0.8515,0.8515,0.052500000000000005,0.09720000000000001,0.9945,0.05450000000000001,0.0505,0.057499999999999996,0.051000000000000004,1.05,1.38,1.04,1.1400000000000001,0.08633943783693994,0.059394336261237766,0.0745114240836694,0.05325744072184204
0.81,0.0309,0.0824,1.04,0.8839999999999999,0.053500000000000006,0.0936,1.0465,0.052500000000000005,0.0505,0.057999999999999996,0.05600000000000001,1.63,1.34,1.4000000000000001,1.02,0.07064292033782626,0.05000510059214104,0.0716126583360621,0.05592724949310102
0.624,0.0324,0.0864,0.6890000000000001,0.8125,0.05450000000000001,0.09720000000000001,1.04,0.053000000000000005,0.059,0.051500000000000004,0.054000000000000006,1.44,1.04,1.25,0.8400000000000001,0.09633543003643678,0.08815916423492408,0.06809372637827696,0.053332116052520674
0.642,0.0303,0.0824,0.9099999999999999,0.9425,0.0505,0.0954,0.9880000000000001,0.053000000000000005,0.05700000000000001,0.0505,0.05550000000000001,1.1400000000000001,1.92,1.11,1.28,0.0885920445670221,0.06288166771975001,0.062144863809489935,0.06155353692036599
0.612,0.0306,0.0864,1.0725,0.754,0.05,0.0981,1.0725,0.0505,0.052000000000000005,0.051500000000000004,0.051000000000000004,1.77,1.43,1.48,1.1300000000000001,0.09116080647219044,0.05095552605822213,0.07524534438938972,0.04996037918703095
0.9179999999999999,0.0324,0.08320000000000001,0.8320000000000001,0.7215000000000001,0.0505,0.0963,1.0465,0.051500000000000004,0.059,0.052000000000000005,0.05500000000000001,1.6,1.92,1.27,1.32,0.06273126424617552,0.07336605403631094,0.08337509870256653,0.05886365020459302
0.75,0.0315,0.084,1.066,0.7215000000000001,0.0505,0.0954,0.7150000000000001,0.051500000000000004,0.056499999999999995,0.057999999999999996,0.054000000000000006,1.53,1.0,1.27,0.9500000000000001,0.07455494950420821,0.05474630303928923,0.08883789432193238,0.07613220904818296
1.02,0.03,0.0808,1.0205,0.7605,0.054000000000000006,0.09720000000000001,0.9165,0.058499999999999996,0.051000000000000004,0.0505,0.05600000000000001,1.3,1.07,1.28,0.8300000000000001,0.061177131162067105,0.05007335373865761,0.07220563465129151,0.06317919443210566
0.8220000000000001,0.0303,0.0824,0.806,1.0334999999999999,0.053500000000000006,0.0954,0.7474999999999999,0.057499999999999996,0.054000000000000006,0.052500000000000005,0.052000000000000005,1.5,1.3599999999999999,1.37,1.04,0.07731926668409127,0.06809490144490381,0.057648191968532346,0.07233988762573486
